,Police_Force_Name,Year,Quarter,Offence_Group,Number_of_Arrests,Arrests_Ranked,Region,Level_of_Lockdown
87678,Avon and Somerset,2021,1,Theft offences,3,(-0.001. 20.0],South West,Medium
42502,Lincolnshire,2019,1,Criminal damage and arson,24,(20.0. 40.0],East Midlands,No Lockdown
39435,Humberside,2019,1,Theft offences,1,(-0.001. 20.0],East Midlands,No Lockdown
68825,Gwent,2021,3,Criminal damage and arson,6,(-0.001. 20.0],South West,Medium
48092,Nottinghamshire,2019,1,Theft offences,2,(-0.001. 20.0],East Midlands,No Lockdown
8429,Durham,2020,1,Violence against the person,424,(400. 500],North,High
3787,British Transport Police,2020,1,Violence against the person,2,(-0.001. 20.0],British Transport Police,High
1452,Northumbria,2020,1,Violence against the person,1,(-0.001. 20.0],North,High
33340,Devon and Cornwall,2019,1,Theft offences,1,(-0.001. 20.0],South West,No Lockdown
40011,Kent,2019,1,Theft offences,2,(-0.001. 20.0],South East,No Lockdown
68278,Greater Manchester,2021,3,Public order offences,202,(200. 300],West Midlands,Medium
97340,Hertfordshire,2021,1,Public order offences,1,(-0.001. 20.0],South East,Medium
105608,Nottinghamshire,2021,1,Sexual offences,21,(20.0. 40.0],East Midlands,Medium
40322,Kent,2019,1,Public order offences,29,(20.0. 40.0],South East,No Lockdown
110639,West Mercia,2021,1,Sexual offences,2,(-0.001. 20.0],South West,Medium
6552,Derbyshire,2020,1,Sexual offences,32,(20.0. 40.0],West Midlands,High
3249,Bedfordshire,2020,1,Theft offences,1,(-0.001. 20.0],South East,High
92600,Dorset,2021,1,Sexual offences,1,(-0.001. 20.0],South West,Medium
93005,Durham,2021,1,Theft offences,14,(-0.001. 20.0],North,Medium
106711,South Yorkshire,2021,1,Theft offences,3,(-0.001. 20.0],East Midlands,Medium
38475,Hampshire,2019,1,Sexual offences,1,(-0.001. 20.0],South East,No Lockdown
42,Avon and Somerset,2020,1,Theft offences,22,(20.0. 40.0],South West,High
89740,Cheshire,2021,1,Criminal damage and arson,1,(-0.001. 20.0],West Midlands,Medium
109876,Thames Valley,2021,1,Public order offences,7,(-0.001. 20.0],South East,Medium
5213,Cleveland,2020,1,Theft offences,2,(-0.001. 20.0],North,High
18658,North Yorkshire,2020,1,Drug offences,6,(-0.001. 20.0],North,High
72335,Leicestershire,2021,3,Violence against the person,2,(-0.001. 20.0],East Midlands,Medium
71318,Lancashire,2021,3,Theft offences,2,(-0.001. 20.0],West Midlands,Medium
31527,Cleveland,2019,1,Violence against the person,3,(-0.001. 20.0],North,No Lockdown
20220,Nottinghamshire,2020,1,Theft offences,1,(-0.001. 20.0],East Midlands,High
98576,Kent,2021,1,Public order offences,67,(60.0. 80.0],South East,Medium
11225,Hampshire,2020,1,Public order offences,2,(-0.001. 20.0],South East,High
57748,Durham,2021,3,Violence against the person,6,(-0.001. 20.0],North,Medium
44334,Metropolitan Police,2019,1,Public order offences,161,(160.0. 180.0],South East,No Lockdown
84996,Essex,2021,1,Public order offences,5,(-0.001. 20.0],South East,Medium
86399,Northumbria,2021,1,Violence against the person,25,(20.0. 40.0],North,Medium
3289,Bedfordshire,2020,1,Theft offences,29,(20.0. 40.0],South East,High
7650,Dorset,2020,1,Criminal damage and arson,25,(20.0. 40.0],South West,High
60336,Thames Valley,2021,3,Public order offences,2,(-0.001. 20.0],South East,Medium
57589,Devon and Cornwall,2021,3,Sexual offences,52,(40.0. 60.0],South West,Medium
16414,Metropolitan Police,2020,1,Theft offences,3,(-0.001. 20.0],South East,High
13919,Lancashire,2020,1,Violence against the person,212,(200. 300],West Midlands,High
47077,Northamptonshire,2019,1,Sexual offences,4,(-0.001. 20.0],East Midlands,No Lockdown
10180,Gloucestershire,2020,1,Drug offences,1,(-0.001. 20.0],South West,High
55686,West Yorkshire,2019,1,Theft offences,14,(-0.001. 20.0],East Midlands,No Lockdown
85698,Leicestershire,2021,1,Sexual offences,18,(-0.001. 20.0],East Midlands,Medium
32959,Devon and Cornwall,2019,1,Criminal damage and arson,253,(200. 300],South West,No Lockdown
45911,North Wales,2019,1,Sexual offences,4,(-0.001. 20.0],South West,No Lockdown
60633,West Yorkshire,2021,3,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
18439,North Yorkshire,2020,1,Theft offences,48,(40.0. 60.0],North,High
105772,Nottinghamshire,2021,1,Public order offences,3,(-0.001. 20.0],East Midlands,Medium
20214,Nottinghamshire,2020,1,Theft offences,14,(-0.001. 20.0],East Midlands,High
110914,West Mercia,2021,1,Criminal damage and arson,5,(-0.001. 20.0],South West,Medium
51853,Surrey,2019,1,Sexual offences,5,(-0.001. 20.0],South East,No Lockdown
100449,Lincolnshire,2021,1,Criminal damage and arson,3,(-0.001. 20.0],East Midlands,Medium
28227,Avon and Somerset,2019,1,Criminal damage and arson,11,(-0.001. 20.0],South West,No Lockdown
75342,North Yorkshire,2021,3,Sexual offences,4,(-0.001. 20.0],North,Medium
77637,South Wales,2021,3,Theft offences,1,(-0.001. 20.0],South West,Medium
13235,Kent,2020,1,Public order offences,210,(200. 300],South East,High
78639,South Yorkshire,2021,3,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
7688,Dorset,2020,1,Criminal damage and arson,2,(-0.001. 20.0],South West,High
52830,Thames Valley,2019,1,Violence against the person,1,(-0.001. 20.0],South East,No Lockdown
90961,Cumbria,2021,1,Drug offences,53,(40.0. 60.0],North,Medium
53322,Thames Valley,2019,1,Theft offences,13,(-0.001. 20.0],South East,No Lockdown
21698,South Yorkshire,2020,1,Violence against the person,6,(-0.001. 20.0],East Midlands,High
29012,Bedfordshire,2019,1,Violence against the person,1,(-0.001. 20.0],South East,No Lockdown
6602,Derbyshire,2020,1,Violence against the person,1,(-0.001. 20.0],West Midlands,High
79488,Suffolk,2021,3,Theft offences,476,(400. 500],East Midlands,Medium
61984,British Transport Police,2021,3,Public order offences,16,(-0.001. 20.0],British Transport Police,Medium
57307,Cleveland,2021,3,Violence against the person,103,(100.0. 120.0],North,Medium
33139,Devon and Cornwall,2019,1,Public order offences,110,(100.0. 120.0],South West,No Lockdown
89793,Cheshire,2021,1,Public order offences,2,(-0.001. 20.0],West Midlands,Medium
21458,South Yorkshire,2020,1,Theft offences,33,(20.0. 40.0],East Midlands,High
102752,Norfolk,2021,1,Violence against the person,27,(20.0. 40.0],East Midlands,Medium
66053,Durham,2021,3,Public order offences,14,(-0.001. 20.0],North,Medium
48343,Nottinghamshire,2019,1,Theft offences,12,(-0.001. 20.0],East Midlands,No Lockdown
42162,Leicestershire,2019,1,Sexual offences,2,(-0.001. 20.0],East Midlands,No Lockdown
18585,North Yorkshire,2020,1,Violence against the person,555,(500. 600],North,High
81674,Warwickshire,2021,3,Violence against the person,5,(-0.001. 20.0],West Midlands,Medium
53671,Warwickshire,2019,1,Violence against the person,1,(-0.001. 20.0],West Midlands,No Lockdown
96338,Gwent,2021,1,Public order offences,1,(-0.001. 20.0],South West,Medium
76022,Northamptonshire,2021,3,Public order offences,1,(-0.001. 20.0],East Midlands,Medium
40382,Kent,2019,1,Theft offences,1,(-0.001. 20.0],South East,No Lockdown
23131,Surrey,2020,1,Violence against the person,10,(-0.001. 20.0],South East,High
1136,Merseyside,2020,1,Violence against the person,5,(-0.001. 20.0],West Midlands,High
78682,Staffordshire,2021,3,Violence against the person,767,(700. 800],West Midlands,Medium
31097,Cleveland,2019,1,Violence against the person,2,(-0.001. 20.0],North,No Lockdown
67626,Gloucestershire,2021,3,Sexual offences,2,(-0.001. 20.0],South West,Medium
2929,Avon and Somerset,2020,1,Drug offences,27,(20.0. 40.0],South West,High
74178,Metropolitan Police,2021,3,Violence against the person,1,(-0.001. 20.0],South East,Medium
45001,Norfolk,2019,1,Violence against the person,2,(-0.001. 20.0],East Midlands,No Lockdown
86658,Staffordshire,2021,1,Sexual offences,93,(80.0. 100.0],West Midlands,Medium
92510,Dorset,2021,1,Criminal damage and arson,1,(-0.001. 20.0],South West,Medium
99400,Lancashire,2021,1,Violence against the person,262,(200. 300],West Midlands,Medium
67849,Greater Manchester,2021,3,Violence against the person,2,(-0.001. 20.0],West Midlands,Medium
72313,Leicestershire,2021,3,Violence against the person,127,(120.0. 140.0],East Midlands,Medium
31626,Cumbria,2019,1,Violence against the person,4,(-0.001. 20.0],North,No Lockdown
111554,West Midlands,2021,1,Violence against the person,57,(40.0. 60.0],West Midlands,Medium
10535,Gwent,2020,1,Criminal damage and arson,1,(-0.001. 20.0],South West,High
77682,South Wales,2021,3,Criminal damage and arson,2,(-0.001. 20.0],South West,Medium
74272,Norfolk,2021,3,Violence against the person,2,(-0.001. 20.0],East Midlands,Medium
25462,Warwickshire,2020,1,Theft offences,2,(-0.001. 20.0],West Midlands,High
19024,Northamptonshire,2020,1,Criminal damage and arson,180,(160.0. 180.0],East Midlands,High
99540,Leicestershire,2021,1,Violence against the person,8,(-0.001. 20.0],East Midlands,Medium
22066,Staffordshire,2020,1,Sexual offences,27,(20.0. 40.0],West Midlands,High
73242,Merseyside,2021,3,Theft offences,2,(-0.001. 20.0],West Midlands,Medium
7968,Durham,2020,1,Violence against the person,9,(-0.001. 20.0],North,High
20510,Nottinghamshire,2020,1,Violence against the person,338,(300. 400],East Midlands,High
13612,Lancashire,2020,1,Theft offences,1044,(1000. 1100],West Midlands,High
51009,Suffolk,2019,1,Drug offences,4,(-0.001. 20.0],East Midlands,No Lockdown
27457,West Yorkshire,2020,1,Criminal damage and arson,1,(-0.001. 20.0],East Midlands,High
64548,Derbyshire,2021,3,Violence against the person,336,(300. 400],West Midlands,Medium
9192,Essex,2020,1,Sexual offences,1,(-0.001. 20.0],South East,High
49707,South Yorkshire,2019,1,Public order offences,2,(-0.001. 20.0],East Midlands,No Lockdown
33899,Dorset,2019,1,Public order offences,85,(80.0. 100.0],South West,No Lockdown
35208,Dyfed-Powys,2019,1,Sexual offences,1,(-0.001. 20.0],South West,No Lockdown
93789,Essex,2021,1,Violence against the person,337,(300. 400],South East,Medium
3978,Cambridgeshire,2020,1,Sexual offences,1,(-0.001. 20.0],East Midlands,High
26470,West Midlands,2020,1,Sexual offences,7,(-0.001. 20.0],West Midlands,High
7020,Devon and Cornwall,2020,1,Theft offences,661,(600. 700],South West,High
15431,London. City of,2020,1,Drug offences,1,(-0.001. 20.0],South East,High
31635,Cumbria,2019,1,Violence against the person,2,(-0.001. 20.0],North,No Lockdown
65090,Devon and Cornwall,2021,3,Violence against the person,1,(-0.001. 20.0],South West,Medium
38566,Hampshire,2019,1,Sexual offences,18,(-0.001. 20.0],South East,No Lockdown
83897,Wiltshire,2021,3,Theft offences,1,(-0.001. 20.0],South West,Medium
91319,Derbyshire,2021,1,Theft offences,24,(20.0. 40.0],West Midlands,Medium
54766,West Midlands,2019,1,Criminal damage and arson,2,(-0.001. 20.0],West Midlands,No Lockdown
23601,Surrey,2020,1,Sexual offences,8,(-0.001. 20.0],South East,High
96920,Hampshire,2021,1,Violence against the person,4,(-0.001. 20.0],South East,Medium
34300,Durham,2019,1,Criminal damage and arson,13,(-0.001. 20.0],North,No Lockdown
101720,Metropolitan Police,2021,1,Sexual offences,58,(40.0. 60.0],South East,Medium
12375,Humberside,2020,1,Public order offences,10,(-0.001. 20.0],East Midlands,High
97118,Hertfordshire,2021,1,Sexual offences,2,(-0.001. 20.0],South East,Medium
103739,North Yorkshire,2021,1,Violence against the person,1,(-0.001. 20.0],North,Medium
18978,Northamptonshire,2020,1,Theft offences,4,(-0.001. 20.0],East Midlands,High
62578,Cambridgeshire,2021,3,Drug offences,1,(-0.001. 20.0],East Midlands,Medium
1559,South Yorkshire,2020,1,Sexual offences,2,(-0.001. 20.0],East Midlands,High
15764,Merseyside,2020,1,Theft offences,17,(-0.001. 20.0],West Midlands,High
25407,Warwickshire,2020,1,Theft offences,7,(-0.001. 20.0],West Midlands,High
93535,Dyfed-Powys,2021,1,Criminal damage and arson,3,(-0.001. 20.0],South West,Medium
64008,Cumbria,2021,3,Violence against the person,5,(-0.001. 20.0],North,Medium
101351,Merseyside,2021,1,Sexual offences,1,(-0.001. 20.0],West Midlands,Medium
81447,Thames Valley,2021,3,Violence against the person,9,(-0.001. 20.0],South East,Medium
35786,Essex,2019,1,Violence against the person,2,(-0.001. 20.0],South East,No Lockdown
51116,Suffolk,2019,1,Sexual offences,1,(-0.001. 20.0],East Midlands,No Lockdown
107411,Staffordshire,2021,1,Criminal damage and arson,1,(-0.001. 20.0],West Midlands,Medium
32173,Derbyshire,2019,1,Violence against the person,2,(-0.001. 20.0],West Midlands,No Lockdown
49012,South Wales,2019,1,Public order offences,2,(-0.001. 20.0],South West,No Lockdown
84373,Cambridgeshire,2021,1,Sexual offences,9,(-0.001. 20.0],East Midlands,Medium
4128,Cambridgeshire,2020,1,Theft offences,9,(-0.001. 20.0],East Midlands,High
30326,Cambridgeshire,2019,1,Sexual offences,5,(-0.001. 20.0],East Midlands,No Lockdown
37310,Greater Manchester,2019,1,Theft offences,35,(20.0. 40.0],West Midlands,No Lockdown
71323,Lancashire,2021,3,Theft offences,524,(500. 600],West Midlands,Medium
84662,Derbyshire,2021,1,Sexual offences,5,(-0.001. 20.0],West Midlands,Medium
49705,South Yorkshire,2019,1,Public order offences,4,(-0.001. 20.0],East Midlands,No Lockdown
87180,West Midlands,2021,1,Sexual offences,28,(20.0. 40.0],West Midlands,Medium
52162,Sussex,2019,1,Criminal damage and arson,11,(-0.001. 20.0],South East,No Lockdown
15958,Merseyside,2020,1,Public order offences,1,(-0.001. 20.0],West Midlands,High
108134,Suffolk,2021,1,Drug offences,1,(-0.001. 20.0],East Midlands,Medium
35203,Dyfed-Powys,2019,1,Sexual offences,2,(-0.001. 20.0],South West,No Lockdown
59463,Northamptonshire,2021,3,Theft offences,7,(-0.001. 20.0],East Midlands,Medium
102099,Metropolitan Police,2021,1,Public order offences,2,(-0.001. 20.0],South East,Medium
97794,Humberside,2021,1,Theft offences,82,(80.0. 100.0],East Midlands,Medium
40713,Kent,2019,1,Theft offences,26,(20.0. 40.0],South East,No Lockdown
46727,Northamptonshire,2019,1,Theft offences,3,(-0.001. 20.0],East Midlands,No Lockdown
23776,Sussex,2020,1,Violence against the person,1,(-0.001. 20.0],South East,High
77464,South Wales,2021,3,Sexual offences,4,(-0.001. 20.0],South West,Medium
110439,Warwickshire,2021,1,Violence against the person,4,(-0.001. 20.0],West Midlands,Medium
108245,Surrey,2021,1,Violence against the person,2,(-0.001. 20.0],South East,Medium
5070,Cleveland,2020,1,Violence against the person,3,(-0.001. 20.0],North,High
82155,West Mercia,2021,3,Violence against the person,18,(-0.001. 20.0],South West,Medium
14212,Leicestershire,2020,1,Theft offences,4,(-0.001. 20.0],East Midlands,High
100677,London. City of,2021,1,Violence against the person,3,(-0.001. 20.0],South East,Medium
88629,British Transport Police,2021,1,Violence against the person,3,(-0.001. 20.0],British Transport Police,Medium
78746,Staffordshire,2021,3,Sexual offences,2,(-0.001. 20.0],West Midlands,Medium
39364,Humberside,2019,1,Violence against the person,30,(20.0. 40.0],East Midlands,No Lockdown
54960,West Midlands,2019,1,Theft offences,13,(-0.001. 20.0],West Midlands,No Lockdown
89010,Cambridgeshire,2021,1,Theft offences,288,(200. 300],East Midlands,Medium
112258,West Yorkshire,2021,1,Violence against the person,2,(-0.001. 20.0],East Midlands,Medium
85976,Metropolitan Police,2021,1,Public order offences,13,(-0.001. 20.0],South East,Medium
59445,Northamptonshire,2021,3,Theft offences,2,(-0.001. 20.0],East Midlands,Medium
25097,Thames Valley,2020,1,Violence against the person,293,(200. 300],South East,High
55399,West Midlands,2019,1,Sexual offences,11,(-0.001. 20.0],West Midlands,No Lockdown
92571,Dorset,2021,1,Public order offences,32,(20.0. 40.0],South West,Medium
60262,Thames Valley,2021,3,Sexual offences,41,(40.0. 60.0],South East,Medium
29762,British Transport Police,2019,1,Theft offences,33,(20.0. 40.0],British Transport Police,No Lockdown
35344,Essex,2019,1,Criminal damage and arson,236,(200. 300],South East,No Lockdown
60853,Avon and Somerset,2021,3,Violence against the person,2,(-0.001. 20.0],South West,Medium
61993,British Transport Police,2021,3,Sexual offences,1,(-0.001. 20.0],British Transport Police,Medium
83721,West Yorkshire,2021,3,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
97174,Hertfordshire,2021,1,Theft offences,3,(-0.001. 20.0],South East,Medium
67402,Gloucestershire,2021,3,Sexual offences,1,(-0.001. 20.0],South West,Medium
34771,Durham,2019,1,Drug offences,4,(-0.001. 20.0],North,No Lockdown
17389,Norfolk,2020,1,Public order offences,3,(-0.001. 20.0],East Midlands,High
59437,Northamptonshire,2021,3,Sexual offences,71,(60.0. 80.0],East Midlands,Medium
30365,Cambridgeshire,2019,1,Theft offences,12,(-0.001. 20.0],East Midlands,No Lockdown
43776,Merseyside,2019,1,Sexual offences,4,(-0.001. 20.0],West Midlands,No Lockdown
21581,South Yorkshire,2020,1,Theft offences,110,(100.0. 120.0],East Midlands,High
92623,Dorset,2021,1,Violence against the person,5,(-0.001. 20.0],South West,Medium
45063,Norfolk,2019,1,Criminal damage and arson,3,(-0.001. 20.0],East Midlands,No Lockdown
15498,Merseyside,2020,1,Violence against the person,9,(-0.001. 20.0],West Midlands,High
109259,Sussex,2021,1,Violence against the person,362,(300. 400],South East,Medium
30665,Cheshire,2019,1,Violence against the person,1,(-0.001. 20.0],West Midlands,No Lockdown
90762,Cumbria,2021,1,Theft offences,23,(20.0. 40.0],North,Medium
102019,Metropolitan Police,2021,1,Violence against the person,2,(-0.001. 20.0],South East,Medium
66112,Durham,2021,3,Violence against the person,12,(-0.001. 20.0],North,Medium
12231,Humberside,2020,1,Theft offences,3,(-0.001. 20.0],East Midlands,High
71750,Lancashire,2021,3,Public order offences,12,(-0.001. 20.0],West Midlands,Medium
68272,Greater Manchester,2021,3,Public order offences,26,(20.0. 40.0],West Midlands,Medium
105370,Nottinghamshire,2021,1,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
102227,Metropolitan Police,2021,1,Drug offences,82,(80.0. 100.0],South East,Medium
50209,Staffordshire,2019,1,Violence against the person,3,(-0.001. 20.0],West Midlands,No Lockdown
13589,Lancashire,2020,1,Theft offences,16,(-0.001. 20.0],West Midlands,High
70103,Humberside,2021,3,Violence against the person,1,(-0.001. 20.0],East Midlands,Medium
8011,Durham,2020,1,Sexual offences,1,(-0.001. 20.0],North,High
48728,Nottinghamshire,2019,1,Drug offences,2,(-0.001. 20.0],East Midlands,No Lockdown
26344,West Mercia,2020,1,Public order offences,17,(-0.001. 20.0],South West,High
